"Date","Price","Open","High","Low","Change %"
"Jan 29, 2023","2.076","2.201","2.279","2.065","-6.01%"
"Jan 22, 2023","2.209","2.149","2.246","2.057","2.72%"
"Jan 15, 2023","2.150","2.147","2.198","1.935","0.75%"
"Jan 08, 2023","2.134","2.178","2.276","2.064","-1.78%"
"Jan 01, 2023","2.173","2.531","2.591","2.161","-14.72%"
"Dec 25, 2022","2.548","2.310","2.552","2.310","12.08%"
"Dec 18, 2022","2.273","2.017","2.311","2.002","12.82%"
"Dec 11, 2022","2.015","1.759","2.035","1.691","14.52%"
"Dec 04, 2022","1.760","1.715","1.772","1.631","2.43%"
"Nov 27, 2022","1.718","1.904","1.931","1.685","-8.90%"
"Nov 20, 2022","1.886","2.008","2.060","1.783","-6.55%"
"Nov 13, 2022","2.018","2.221","2.223","1.982","-8.58%"
"Nov 06, 2022","2.207","2.317","2.408","2.029","-4.98%"
"Oct 30, 2022","2.323","2.167","2.332","2.150","7.35%"
"Oct 23, 2022","2.164","2.510","2.551","2.109","-14.99%"
"Oct 16, 2022","2.546","2.484","2.633","2.339","2.00%"
"Oct 09, 2022","2.496","2.156","2.560","2.136","15.06%"
"Oct 02, 2022","2.169","2.093","2.195","1.829","3.32%"
"Sep 25, 2022","2.099","1.851","2.247","1.851","12.89%"
"Sep 18, 2022","1.860","1.727","1.946","1.714","7.57%"
"Sep 11, 2022","1.729","1.776","1.833","1.681","-2.61%"
"Sep 04, 2022","1.775","1.657","1.818","1.593","7.38%"
"Aug 28, 2022","1.653","1.490","1.732","1.490","10.75%"
"Aug 21, 2022","1.493","1.367","1.556","1.331","7.44%"
"Aug 14, 2022","1.389","1.201","1.398","1.104","15.02%"
"Aug 07, 2022","1.208","1.139","1.258","1.040","5.65%"
"Jul 31, 2022","1.143","1.065","1.151","0.924","8.50%"
"Jul 24, 2022","1.054","1.271","1.317","1.036","-16.37%"
"Jul 17, 2022","1.260","1.329","1.502","1.226","-5.09%"
"Jul 10, 2022","1.327","1.554","1.560","1.284","-15.23%"
"Jul 03, 2022","1.566","1.523","1.626","1.399","3.29%"
"Jun 26, 2022","1.516","1.650","1.822","1.465","-8.07%"
"Jun 19, 2022","1.649","1.794","1.937","1.587","-8.30%"
"Jun 12, 2022","1.798","1.594","1.927","1.563","13.68%"
"Jun 05, 2022","1.582","1.419","1.586","1.406","11.29%"
"May 29, 2022","1.421","1.157","1.443","1.157","23.45%"
"May 22, 2022","1.151","1.044","1.207","1.026","11.24%"
"May 15, 2022","1.035","1.033","1.126","0.942","-0.91%"
"May 08, 2022","1.044","1.181","1.230","0.938","-9.62%"
"May 01, 2022","1.156","1.007","1.172","0.962","15.99%"
"Apr 24, 2022","0.996","0.970","1.023","0.848","2.59%"
"Apr 17, 2022","0.971","0.934","1.043","0.898","5.23%"
"Apr 10, 2022","0.923","0.746","0.940","0.728","28.38%"
"Apr 03, 2022","0.719","0.592","0.752","0.520","23.31%"
"Mar 27, 2022","0.583","0.604","0.723","0.532","-0.78%"
"Mar 20, 2022","0.588","0.448","0.617","0.448","32.91%"
"Mar 13, 2022","0.442","0.310","0.485","0.301","41.43%"
"Mar 06, 2022","0.313","0.018","0.361","-0.038","-9,294.12%"
"Feb 27, 2022","-0.003","0.296","0.360","-0.007","-101.00%"
"Feb 20, 2022","0.340","0.348","0.405","0.233","-3.13%"
"Feb 13, 2022","0.351","0.312","0.456","0.269","-4.90%"
"Feb 06, 2022","0.369","0.239","0.374","0.228","56.33%"
"Jan 30, 2022","0.236","0.109","0.265","0.093","130.12%"
"Jan 23, 2022","0.103","0.095","0.142","0.052","6.76%"
"Jan 16, 2022","0.096","0.123","0.187","0.069","-17.72%"
"Jan 09, 2022","0.117","0.149","0.178","0.053","-23.46%"
"Jan 02, 2022","0.153","0.065","0.170","0.043","123.75%"
"Dec 26, 2021","0.068","-0.013","0.068","-0.027","-1,009.33%"
"Dec 19, 2021","-0.007","-0.160","0.017","-0.193","-95.12%"
"Dec 12, 2021","-0.154","-0.149","-0.088","-0.193","0.00%"
"Dec 05, 2021","-0.154","-0.215","-0.129","-0.247","-26.55%"
"Nov 28, 2021","-0.210","-0.107","-0.078","-0.213","85.83%"
"Nov 21, 2021","-0.113","-0.129","0.026","-0.143","-12.41%"
"Nov 14, 2021","-0.129","-0.060","0.001","-0.134","133.94%"
"Nov 07, 2021","-0.055","-0.035","-0.001","-0.109","11.31%"
"Oct 31, 2021","-0.049","0.020","0.078","-0.055","-290.38%"
"Oct 24, 2021","0.026","0.119","0.168","0.001","-79.62%"
"Oct 17, 2021","0.128","0.157","0.185","0.096","-13.78%"
"Oct 10, 2021","0.148","0.237","0.276","0.132","-33.81%"
"Oct 03, 2021","0.224","0.147","0.232","0.140","45.01%"
"Sep 26, 2021","0.154","0.135","0.189","0.124","2.73%"
"Sep 19, 2021","0.150","0.105","0.161","0.039","43.36%"
"Sep 12, 2021","0.105","0.037","0.124","0.027","137.95%"
"Sep 05, 2021","0.044","0.031","0.082","0.011","32.93%"
"Aug 29, 2021","0.033","-0.056","0.054","-0.078","-171.49%"
"Aug 22, 2021","-0.046","-0.140","-0.028","-0.150","-69.17%"
"Aug 15, 2021","-0.150","-0.145","-0.098","-0.162","26.64%"
"Aug 08, 2021","-0.119","-0.106","-0.077","-0.132","25.37%"
"Aug 01, 2021","-0.095","-0.079","-0.054","-0.166","25.97%"
"Jul 25, 2021","-0.075","-0.044","-0.009","-0.080","158.97%"
"Jul 18, 2021","-0.029","0.012","0.029","-0.082","-179.23%"
"Jul 11, 2021","0.037","0.104","0.140","0.032","-66.27%"
"Jul 04, 2021","0.108","0.179","0.215","0.038","-38.98%"
"Jun 27, 2021","0.178","0.249","0.257","0.168","-28.25%"
"Jun 20, 2021","0.248","0.130","0.259","0.129","59.36%"
"Jun 13, 2021","0.155","0.189","0.256","0.134","-20.01%"
"Jun 06, 2021","0.194","0.253","0.280","0.178","-24.91%"
"May 30, 2021","0.259","0.298","0.322","0.249","-9.44%"
"May 23, 2021","0.286","0.316","0.345","0.245","-12.73%"
"May 16, 2021","0.328","0.324","0.400","0.310","-2.24%"
"May 09, 2021","0.335","0.261","0.373","0.251","34.09%"
"May 02, 2021","0.250","0.264","0.300","0.200","-3.66%"
"Apr 25, 2021","0.259","0.199","0.281","0.177","37.61%"
"Apr 18, 2021","0.189","0.185","0.235","0.153","-2.03%"
"Apr 11, 2021","0.192","0.142","0.207","0.114","29.65%"
"Apr 04, 2021","0.148","0.128","0.176","0.106","16.76%"
"Mar 28, 2021","0.127","0.104","0.206","0.093","15.34%"
"Mar 21, 2021","0.110","0.153","0.182","0.063","-38.09%"
"Mar 14, 2021","0.178","0.118","0.216","0.087","21.34%"
"Mar 07, 2021","0.147","0.129","0.150","0.039","26.90%"
"Feb 28, 2021","0.116","0.090","0.149","0.040","4.62%"
"Feb 21, 2021","0.111","0.159","0.183","0.053","-1.07%"
"Feb 14, 2021","0.112","0.026","0.123","0.011","-1,054.70%"
"Feb 07, 2021","-0.012","-0.046","-0.000","-0.083","-80.91%"
"Jan 31, 2021","-0.061","-0.161","-0.022","-0.169","-61.25%"
