"Date","Price","Open","High","Low","Change %"
"Apr 04, 2021","0.251","0.224","0.274","0.205","10.09%"
"Mar 28, 2021","0.228","0.206","0.307","0.193","4.11%"
"Mar 21, 2021","0.219","0.257","0.281","0.164","-21.22%"
"Mar 14, 2021","0.278","0.209","0.311","0.178","19.83%"
"Mar 07, 2021","0.232","0.219","0.238","0.130","12.62%"
"Feb 28, 2021","0.206","0.171","0.239","0.126","4.57%"
"Feb 21, 2021","0.197","0.248","0.274","0.145","-4.37%"
"Feb 14, 2021","0.206","0.114","0.213","0.098","178.38%"
"Feb 07, 2021","0.074","0.038","0.085","0.001","221.74%"
"Jan 31, 2021","0.023","-0.080","0.056","-0.092","-129.11%"
"Jan 24, 2021","-0.079","-0.095","-0.041","-0.147","-17.71%"
"Jan 17, 2021","-0.096","-0.135","-0.064","-0.147","-26.72%"
"Jan 10, 2021","-0.131","-0.128","-0.051","-0.164","2.34%"
"Jan 03, 2021","-0.128","-0.156","-0.115","-0.211","-23.35%"
"Dec 27, 2020","-0.167","-0.150","-0.127","-0.180","12.84%"
"Dec 20, 2020","-0.148","-0.193","-0.131","-0.226","-8.64%"
"Dec 13, 2020","-0.162","-0.219","-0.135","-0.241","-31.65%"
"Dec 06, 2020","-0.237","-0.137","-0.119","-0.244","102.56%"
"Nov 29, 2020","-0.117","-0.188","-0.094","-0.199","-35.36%"
"Nov 22, 2020","-0.181","-0.177","-0.130","-0.192","2.84%"
"Nov 15, 2020","-0.176","-0.136","-0.090","-0.187","41.94%"
"Nov 08, 2020","-0.124","-0.195","-0.019","-0.226","-38.00%"
"Nov 01, 2020","-0.200","-0.216","-0.187","-0.277","-8.68%"
"Oct 25, 2020","-0.219","-0.169","-0.140","-0.246","43.14%"
"Oct 18, 2020","-0.153","-0.201","-0.127","-0.221","-24.63%"
"Oct 11, 2020","-0.203","-0.106","-0.094","-0.239","93.33%"
"Oct 04, 2020","-0.105","-0.100","-0.048","-0.129","6.06%"
"Sep 27, 2020","-0.099","-0.093","-0.065","-0.133","2.06%"
"Sep 20, 2020","-0.097","-0.049","-0.032","-0.108","142.50%"
"Sep 13, 2020","-0.040","-0.036","-0.016","-0.081","0.00%"
"Sep 06, 2020","-0.040","0.009","0.028","-0.065","14.29%"
"Aug 30, 2020","-0.035","0.074","0.100","-0.073","-154.69%"
"Aug 23, 2020","0.064","-0.081","0.101","-0.084","-186.49%"
"Aug 16, 2020","-0.074","0.023","0.029","-0.098","-421.74%"
"Aug 09, 2020","0.023","-0.083","0.065","-0.123","-125.84%"
"Aug 02, 2020","-0.089","-0.104","-0.071","-0.154","-21.24%"
"Jul 26, 2020","-0.113","-0.028","-0.008","-0.147","352.00%"
"Jul 19, 2020","-0.025","-0.001","0.030","-0.095","257.14%"
"Jul 12, 2020","-0.007","-0.020","0.032","-0.054","-83.72%"
"Jul 05, 2020","-0.043","0.056","0.060","-0.093","-219.44%"
"Jun 28, 2020","0.036","-0.038","0.077","-0.045","-192.31%"
"Jun 21, 2020","-0.039","0.021","0.104","-0.046","-269.57%"
"Jun 14, 2020","0.023","0.040","0.102","0.004","-48.89%"
"Jun 07, 2020","0.045","0.266","0.274","0.033","-82.42%"
"May 31, 2020","0.256","0.018","0.280","0.007","2,744.44%"
"May 24, 2020","0.009","-0.049","0.062","-0.067","-121.43%"
"May 17, 2020","-0.042","-0.096","0.003","-0.116","-55.32%"
"May 10, 2020","-0.094","-0.062","-0.024","-0.138","34.29%"
"May 03, 2020","-0.070","-0.190","-0.018","-0.200","-61.54%"
"Apr 26, 2020","-0.182","-0.079","-0.018","-0.182","111.63%"
"Apr 19, 2020","-0.086","-0.061","0.022","-0.106","38.71%"
"Apr 12, 2020","-0.062","0.087","0.098","-0.097","-187.32%"
"Apr 05, 2020","0.071","-0.003","0.121","-0.041","-254.35%"
"Mar 29, 2020","-0.046","-0.013","0.042","-0.091","109.09%"
"Mar 22, 2020","-0.022","0.011","0.170","-0.060","-414.29%"
"Mar 15, 2020","0.007","-0.235","0.181","-0.261","-103.43%"
"Mar 08, 2020","-0.204","-0.568","-0.193","-0.601","-29.90%"
"Mar 01, 2020","-0.291","-0.158","-0.101","-0.337","92.72%"
"Feb 23, 2020","-0.151","0.012","0.026","-0.173","-408.16%"
"Feb 16, 2020","0.049","0.130","0.145","0.005","-57.76%"
"Feb 09, 2020","0.116","0.145","0.179","0.095","-14.71%"
"Feb 02, 2020","0.136","0.069","0.190","0.058","97.10%"
"Jan 26, 2020","0.069","0.165","0.184","0.056","-62.30%"
"Jan 19, 2020","0.183","0.298","0.311","0.180","-39.20%"
"Jan 12, 2020","0.301","0.317","0.375","0.285","-3.22%"
"Jan 05, 2020","0.311","0.243","0.347","0.223","21.96%"
"Dec 29, 2019","0.255","0.293","0.380","0.221","-9.57%"
"Dec 22, 2019","0.282","0.262","0.299","0.249","1.44%"
"Dec 15, 2019","0.278","0.226","0.315","0.207","25.79%"
"Dec 08, 2019","0.221","0.226","0.312","0.192","-5.96%"
"Dec 01, 2019","0.235","0.159","0.238","0.115","102.59%"
"Nov 24, 2019","0.116","0.128","0.168","0.092","-10.77%"
"Nov 17, 2019","0.130","0.149","0.189","0.098","-16.13%"
"Nov 10, 2019","0.155","0.232","0.292","0.125","-35.42%"
"Nov 03, 2019","0.240","0.123","0.289","0.119","106.90%"
"Oct 27, 2019","0.116","0.141","0.189","0.061","-17.73%"
"Oct 20, 2019","0.141","0.124","0.184","0.064","11.90%"
"Oct 13, 2019","0.126","0.076","0.179","0.014","77.46%"
"Oct 06, 2019","0.071","-0.101","0.083","-0.124","-168.93%"
"Sep 29, 2019","-0.103","-0.117","-0.018","-0.135","-11.21%"
"Sep 22, 2019","-0.116","-0.048","-0.025","-0.187","197.44%"
"Sep 15, 2019","-0.039","0.099","0.099","-0.047","-139.00%"
"Sep 08, 2019","0.100","-0.106","0.109","-0.124","-190.91%"
"Sep 01, 2019","-0.110","-0.211","-0.006","-0.255","-47.87%"
"Aug 25, 2019","-0.211","-0.204","-0.143","-0.285","31.06%"
"Aug 18, 2019","-0.161","-0.218","-0.087","-0.232","-26.15%"
"Aug 11, 2019","-0.218","-0.064","-0.057","-0.313","220.59%"
"Aug 04, 2019","-0.068","0.004","0.005","-0.147","-1,800.00%"
"Jul 28, 2019","0.004","0.208","0.208","-0.006","-98.08%"
"Jul 21, 2019","0.208","0.271","0.283","0.164","-23.81%"
"Jul 14, 2019","0.273","0.394","0.395","0.251","-29.27%"
"Jul 07, 2019","0.386","0.222","0.422","0.206","59.50%"
"Jun 30, 2019","0.242","0.264","0.300","0.183","-9.02%"
"Jun 23, 2019","0.266","0.296","0.313","0.236","-10.44%"
"Jun 16, 2019","0.297","0.335","0.358","0.248","-7.76%"
"Jun 09, 2019","0.322","0.344","0.411","0.307","-2.13%"
"Jun 02, 2019","0.329","0.427","0.435","0.317","-23.31%"
"May 26, 2019","0.429","0.538","0.542","0.424","-20.41%"
"May 19, 2019","0.539","0.546","0.600","0.535","0.00%"
"May 12, 2019","0.539","0.606","0.621","0.496","-11.64%"
"May 05, 2019","0.610","0.640","0.677","0.577","-9.50%"
"Apr 28, 2019","0.674","0.635","0.698","0.632","7.32%"
"Apr 21, 2019","0.628","0.694","0.714","0.621","-7.37%"
"Apr 14, 2019","0.678","0.708","0.768","0.671","-4.37%"
"Apr 07, 2019","0.709","0.633","0.712","0.607","10.26%"
"Mar 31, 2019","0.643","0.601","0.673","0.590","12.22%"
"Mar 24, 2019","0.573","0.597","0.631","0.517","-5.29%"
"Mar 17, 2019","0.605","0.751","0.777","0.580","-19.33%"
"Mar 10, 2019","0.750","0.710","0.773","0.703","5.34%"
"Mar 03, 2019","0.712","0.827","0.828","0.698","-12.64%"
"Feb 24, 2019","0.815","0.728","0.842","0.721","13.83%"
"Feb 17, 2019","0.716","0.721","0.765","0.712","-0.83%"
"Feb 10, 2019","0.722","0.703","0.771","0.698","3.00%"
"Feb 03, 2019","0.701","0.776","0.809","0.693","-9.90%"
"Jan 27, 2019","0.778","0.771","0.819","0.746","0.13%"
"Jan 20, 2019","0.777","0.870","0.876","0.766","-11.30%"
"Jan 13, 2019","0.876","0.842","0.889","0.805","3.67%"
"Jan 06, 2019","0.845","0.866","0.892","0.819","-1.05%"
"Dec 30, 2018","0.854","0.877","0.877","0.784","-2.18%"
"Dec 23, 2018","0.873","0.871","0.890","0.847","0.58%"
"Dec 16, 2018","0.868","0.898","0.905","0.820","-2.25%"
"Dec 09, 2018","0.888","0.859","0.910","0.826","0.68%"
"Dec 02, 2018","0.882","0.997","1.020","0.865","-10.55%"
"Nov 25, 2018","0.986","1.003","1.028","0.975","-1.30%"
"Nov 18, 2018","0.999","1.036","1.067","0.984","-3.29%"
"Nov 11, 2018","1.033","1.043","1.074","1.021","-0.96%"
"Nov 04, 2018","1.043","1.077","1.102","1.042","-2.43%"
"Oct 28, 2018","1.069","0.994","1.080","0.986","7.22%"
"Oct 21, 2018","0.997","1.076","1.100","0.979","-7.08%"
"Oct 14, 2018","1.073","1.118","1.144","1.035","-4.37%"
"Oct 07, 2018","1.122","1.185","1.201","1.118","-5.24%"
"Sep 30, 2018","1.184","1.076","1.188","1.043","9.43%"
"Sep 23, 2018","1.082","1.120","1.173","1.058","-3.57%"
"Sep 16, 2018","1.122","1.110","1.157","1.085","1.08%"
"Sep 09, 2018","1.110","1.067","1.129","1.058","4.32%"
"Sep 02, 2018","1.064","1.014","1.074","0.994","5.77%"
"Aug 26, 2018","1.006","1.008","1.090","0.992","-0.98%"
"Aug 19, 2018","1.016","0.968","1.030","0.963","4.42%"
"Aug 12, 2018","0.973","0.976","1.006","0.951","-1.12%"
"Aug 05, 2018","0.984","1.061","1.071","0.977","-7.17%"
"Jul 29, 2018","1.060","1.065","1.141","1.052","-0.28%"
"Jul 22, 2018","1.063","1.049","1.086","1.034","1.82%"
"Jul 15, 2018","1.044","1.012","1.048","0.989","3.26%"
"Jul 08, 2018","1.011","1.002","1.048","0.988","1.20%"
"Jul 01, 2018","0.999","1.017","1.043","0.983","-2.06%"
"Jun 24, 2018","1.020","1.097","1.133","1.018","-9.01%"
"Jun 17, 2018","1.121","1.160","1.190","1.097","-3.78%"
"Jun 10, 2018","1.165","1.164","1.206","1.126","2.92%"
"Jun 03, 2018","1.132","1.090","1.199","1.068","4.33%"
"May 27, 2018","1.085","1.157","1.177","0.916","-4.07%"
"May 20, 2018","1.131","1.283","1.286","1.113","-11.98%"
"May 13, 2018","1.285","1.239","1.342","1.231","3.63%"
"May 06, 2018","1.240","1.232","1.273","1.204","0.49%"
"Apr 29, 2018","1.234","1.239","1.271","1.212","-0.16%"
"Apr 22, 2018","1.236","1.283","1.321","1.225","-2.14%"
"Apr 15, 2018","1.263","1.189","1.281","1.157","6.85%"
"Apr 08, 2018","1.182","1.161","1.206","1.132","1.46%"
"Apr 01, 2018","1.165","1.143","1.202","1.128","0.60%"
"Mar 25, 2018","1.158","1.169","1.194","1.120","-0.60%"
"Mar 18, 2018","1.165","1.224","1.248","1.149","-4.82%"
"Mar 11, 2018","1.224","1.311","1.311","1.209","-5.77%"
"Mar 04, 2018","1.299","1.274","1.362","1.235","0.00%"
"Feb 25, 2018","1.299","1.304","1.329","1.254","-0.84%"
"Feb 18, 2018","1.310","1.364","1.430","1.305","-3.18%"
"Feb 11, 2018","1.353","1.379","1.437","1.329","0.00%"
"Feb 04, 2018","1.353","1.426","1.431","1.322","-4.11%"
"Jan 28, 2018","1.411","1.301","1.416","1.290","9.81%"
"Jan 21, 2018","1.285","1.338","1.346","1.257","-2.87%"
"Jan 14, 2018","1.323","1.323","1.344","1.270","-0.08%"
"Jan 07, 2018","1.324","1.269","1.361","1.246","3.60%"
"Dec 31, 2017","1.278","1.274","1.317","1.241","1.03%"
"Dec 24, 2017","1.265","1.233","1.273","1.190","2.26%"
"Dec 17, 2017","1.237","1.100","1.259","1.092","12.76%"
"Dec 10, 2017","1.097","1.135","1.180","1.094","-3.60%"
"Dec 03, 2017","1.138","1.146","1.175","1.106","1.79%"
"Nov 26, 2017","1.118","1.196","1.233","1.110","-6.52%"
"Nov 19, 2017","1.196","1.233","1.248","1.168","-4.17%"
"Nov 12, 2017","1.248","1.298","1.327","1.232","-4.29%"
"Nov 05, 2017","1.304","1.233","1.309","1.183","4.82%"
"Oct 29, 2017","1.244","1.273","1.289","1.219","-3.34%"
"Oct 22, 2017","1.287","1.252","1.331","1.214","1.75%"
"Oct 15, 2017","1.265","1.211","1.267","1.148","4.45%"
"Oct 08, 2017","1.211","1.248","1.266","1.199","-3.01%"
"Oct 01, 2017","1.249","1.273","1.293","1.200","0.18%"
"Sep 24, 2017","1.246","1.228","1.315","1.181","1.33%"
"Sep 17, 2017","1.230","1.232","1.279","1.222","0.77%"
"Sep 10, 2017","1.221","1.127","1.243","1.125","9.49%"
"Sep 03, 2017","1.115","1.173","1.184","1.076","-4.17%"
"Aug 27, 2017","1.163","1.146","1.185","1.082","1.98%"
"Aug 20, 2017","1.141","1.167","1.175","1.121","-1.71%"
"Aug 13, 2017","1.161","1.138","1.221","1.129","3.09%"
"Aug 06, 2017","1.126","1.210","1.233","1.110","-7.14%"
"Jul 30, 2017","1.212","1.320","1.334","1.185","-8.03%"
"Jul 23, 2017","1.318","1.287","1.368","1.258","3.24%"
"Jul 16, 2017","1.277","1.330","1.332","1.263","-3.91%"
"Jul 09, 2017","1.329","1.374","1.377","1.287","-3.01%"
"Jul 02, 2017","1.370","1.267","1.376","1.223","10.05%"
"Jun 25, 2017","1.245","1.058","1.264","1.016","17.78%"
"Jun 18, 2017","1.057","1.108","1.124","1.021","-4.32%"
"Jun 11, 2017","1.105","1.128","1.135","1.037","-2.13%"
"Jun 04, 2017","1.128","1.137","1.163","1.085","0.07%"
"May 28, 2017","1.128","1.167","1.180","1.120","-2.59%"
"May 21, 2017","1.158","1.210","1.259","1.143","-3.64%"
"May 14, 2017","1.201","1.192","1.268","1.133","1.09%"
"May 07, 2017","1.189","1.202","1.247","1.161","-0.64%"
"Apr 30, 2017","1.196","1.117","1.202","1.087","8.50%"
"Apr 23, 2017","1.102","1.039","1.144","1.037","14.12%"
"Apr 16, 2017","0.966","0.950","0.977","0.873","5.17%"
"Apr 09, 2017","0.919","1.014","1.020","0.893","-7.79%"
"Apr 02, 2017","0.996","1.110","1.114","0.980","-10.07%"
"Mar 26, 2017","1.108","1.135","1.164","1.076","-3.37%"
"Mar 19, 2017","1.146","1.173","1.235","1.123","-2.58%"
"Mar 12, 2017","1.177","1.250","1.278","1.132","-5.45%"
"Mar 05, 2017","1.245","1.130","1.293","1.100","8.41%"
"Feb 26, 2017","1.148","0.959","1.163","0.943","21.97%"
"Feb 19, 2017","0.941","1.110","1.151","0.936","-13.38%"
"Feb 12, 2017","1.087","1.129","1.213","1.068","-1.85%"
"Feb 05, 2017","1.107","1.176","1.190","1.045","-5.74%"
"Jan 29, 2017","1.174","1.186","1.233","1.147","-1.33%"
"Jan 22, 2017","1.190","1.164","1.254","1.120","-0.42%"
"Jan 15, 2017","1.195","1.059","1.211","1.005","9.29%"
"Jan 08, 2017","1.094","1.073","1.112","0.961","3.19%"
"Jan 01, 2017","1.060","0.948","1.080","0.896","11.23%"
"Dec 25, 2016","0.953","0.929","0.957","0.864","4.11%"
"Dec 18, 2016","0.915","1.072","1.086","0.908","-12.63%"
"Dec 11, 2016","1.048","1.197","1.253","1.031","-10.38%"
"Dec 04, 2016","1.169","0.917","1.201","0.913","23.49%"
"Nov 27, 2016","0.947","0.864","1.049","0.822","5.66%"
"Nov 20, 2016","0.896","0.899","0.953","0.842","-0.31%"
"Nov 13, 2016","0.899","0.977","1.062","0.864","-5.50%"
"Nov 06, 2016","0.951","0.784","0.988","0.700","29.56%"
"Oct 30, 2016","0.734","0.812","0.839","0.728","-8.01%"
"Oct 23, 2016","0.798","0.613","0.882","0.586","28.63%"
"Oct 16, 2016","0.620","0.680","0.743","0.586","-8.74%"
"Oct 09, 2016","0.680","0.637","0.705","0.628","4.31%"
"Oct 02, 2016","0.652","0.451","0.664","0.432","45.32%"
"Sep 25, 2016","0.448","0.481","0.489","0.388","-7.07%"
"Sep 18, 2016","0.482","0.640","0.667","0.459","-24.67%"
"Sep 11, 2016","0.641","0.618","0.684","0.576","4.40%"
"Sep 04, 2016","0.613","0.540","0.625","0.396","15.51%"
"Aug 28, 2016","0.531","0.478","0.542","0.408","16.80%"
"Aug 21, 2016","0.455","0.463","0.470","0.394","-3.26%"
"Aug 14, 2016","0.470","0.415","0.488","0.398","15.42%"
"Aug 07, 2016","0.407","0.430","0.477","0.374","-5.78%"
"Jul 31, 2016","0.432","0.332","0.459","0.332","27.68%"
"Jul 24, 2016","0.338","0.486","0.514","0.333","-29.95%"
"Jul 17, 2016","0.483","0.521","0.575","0.476","-9.05%"
"Jul 10, 2016","0.531","0.363","0.541","0.335","47.46%"
"Jul 03, 2016","0.360","0.387","0.427","0.293","-8.16%"
"Jun 26, 2016","0.392","0.465","0.491","0.346","-20.39%"
"Jun 19, 2016","0.493","0.598","0.744","0.320","-14.96%"
"Jun 12, 2016","0.580","0.582","0.637","0.480","-1.41%"
"Jun 05, 2016","0.588","0.740","0.762","0.573","-21.27%"
"May 29, 2016","0.747","0.864","0.914","0.731","-12.79%"
"May 22, 2016","0.856","0.885","0.937","0.827","-3.68%"
"May 15, 2016","0.889","0.830","0.941","0.823","6.49%"
"May 08, 2016","0.835","0.860","0.886","0.789","-1.46%"
"May 01, 2016","0.847","1.019","1.022","0.828","-16.89%"
"Apr 24, 2016","1.019","0.957","1.061","0.943","6.31%"
"Apr 17, 2016","0.959","0.806","0.960","0.785","18.17%"
"Apr 10, 2016","0.811","0.752","0.893","0.728","7.32%"
"Apr 03, 2016","0.756","0.764","0.786","0.698","-5.19%"
"Mar 27, 2016","0.797","0.864","0.870","0.780","-8.10%"
"Mar 20, 2016","0.868","0.908","0.948","0.850","-4.98%"
"Mar 13, 2016","0.913","1.031","1.069","0.893","-11.39%"
"Mar 06, 2016","1.031","0.992","1.125","0.926","2.25%"
"Feb 28, 2016","1.008","0.854","1.040","0.806","18.36%"
"Feb 21, 2016","0.851","0.918","0.945","0.798","-6.90%"
"Feb 14, 2016","0.915","0.956","1.009","0.877","-2.63%"
"Feb 07, 2016","0.939","1.009","1.019","0.802","-7.89%"
"Jan 31, 2016","1.020","1.059","1.094","0.992","-4.01%"
"Jan 24, 2016","1.062","1.273","1.278","1.042","-16.22%"
"Jan 17, 2016","1.268","1.319","1.355","1.188","-3.35%"
"Jan 10, 2016","1.312","1.375","1.430","1.278","-4.67%"
"Jan 03, 2016","1.376","1.449","1.449","1.346","-7.66%"
"Dec 27, 2015","1.491","1.444","1.518","1.368","2.83%"
"Dec 20, 2015","1.450","1.329","1.462","1.301","10.77%"
"Dec 13, 2015","1.309","1.342","1.462","1.303","-2.32%"
"Dec 06, 2015","1.340","1.506","1.511","1.335","-10.89%"
"Nov 29, 2015","1.504","1.295","1.525","1.293","16.31%"
"Nov 22, 2015","1.293","1.287","1.350","1.270","1.73%"
"Nov 15, 2015","1.271","1.393","1.442","1.265","-10.27%"
"Nov 08, 2015","1.416","1.540","1.580","1.401","-7.81%"
"Nov 01, 2015","1.536","1.250","1.536","1.249","21.72%"
"Oct 25, 2015","1.262","1.286","1.289","1.159","-1.33%"
"Oct 18, 2015","1.279","1.313","1.406","1.237","-1.84%"
"Oct 11, 2015","1.303","1.367","1.380","1.274","-5.10%"
"Oct 04, 2015","1.373","1.253","1.403","1.246","10.46%"
"Sep 27, 2015","1.243","1.363","1.375","1.208","-9.86%"
"Sep 20, 2015","1.379","1.383","1.435","1.262","-0.58%"
"Sep 13, 2015","1.387","1.441","1.555","1.366","-3.34%"
"Sep 06, 2015","1.435","1.386","1.497","1.355","4.59%"
"Aug 30, 2015","1.372","1.438","1.565","1.371","-3.52%"
"Aug 23, 2015","1.422","1.217","1.457","1.143","15.61%"
"Aug 16, 2015","1.230","1.325","1.353","1.226","-7.45%"
"Aug 09, 2015","1.329","1.390","1.425","1.250","-3.63%"
"Aug 02, 2015","1.379","1.323","1.490","1.274","4.15%"
"Jul 26, 2015","1.324","1.350","1.450","1.310","-2.86%"
"Jul 19, 2015","1.363","1.468","1.496","1.362","-6.77%"
"Jul 12, 2015","1.462","1.576","1.709","1.458","-10.09%"
"Jul 05, 2015","1.626","1.519","1.632","1.305","2.52%"
"Jun 28, 2015","1.586","1.463","1.735","1.446","-6.21%"
"Jun 21, 2015","1.691","1.473","1.725","1.469","17.76%"
"Jun 14, 2015","1.436","1.451","1.515","1.390","-6.27%"
"Jun 07, 2015","1.532","1.508","1.765","1.454","2.75%"
"May 31, 2015","1.491","1.087","1.640","1.034","38.83%"
"May 24, 2015","1.074","1.197","1.210","1.074","-11.60%"
"May 17, 2015","1.215","1.256","1.304","1.131","-2.17%"
"May 10, 2015","1.242","1.097","1.436","1.071","13.84%"
"May 03, 2015","1.091","0.846","1.400","0.846","31.13%"
"Apr 26, 2015","0.832","0.551","0.900","0.545","42.22%"
"Apr 19, 2015","0.585","0.445","0.601","0.424","29.14%"
"Apr 12, 2015","0.453","0.604","0.613","0.406","-26.70%"
"Apr 05, 2015","0.618","0.603","0.649","0.593","2.32%"
"Mar 29, 2015","0.604","0.613","0.615","0.558","-2.42%"
"Mar 22, 2015","0.619","0.603","0.658","0.586","3.51%"
